CODE_COUNTRY,ADJ_TONE,VAL
SSD,1.060211267605634,1.0045572983824493
STP,1.1111111111111112,1.004953692318543
IRN,1.0529825756285829,1.0082528916185418
ISL,1.2345679012345678,1.005204075786603
FIN,1.2423935091277891,1.0069530630776353
ITA,1.166126832594613,1.0059729744872725
PAK,1.0590258559342136,1.0062739083474002
SLV,1.1140413399857447,1.004506728080291
ZMB,1.1434563758389262,1.0067396884975959
FJI,1.16,1.0055836835020207
MAR,1.1575971731448764,1.0074619395478945
POL,1.1501570082786183,1.0081086028513577
FLK,1.4,1.004527856473643
SPM,0.0,0.0
SYR,1.0356428580527637,1.0052939569065236
CAN,1.1358476956950876,1.005782181629519
PCN,1.0,1.005041357015065
MCO,1.25,1.0033609046767098
WLF,2.0,1.0089522279116003
MDA,1.1126760563380282,1.0112025260402984
SWZ,1.0465116279069768,1.0054387817553305
FSM,1.8571428571428572,1.0067513744326906
MNE,1.1468531468531469,1.0069845644586342
COD,1.0221465076660987,1.0051767032391405
FRO,0.0,0.0
PRI,1.187365398420675,1.005096709775414
MDG,1.1278538812785388,1.0051703494562085
CAF,1.100292112950341,1.0054149909436372
PSE,1.0281803542673107,1.006008027477067
MHL,1.150375939849624,1.0073747940537956
PRT,1.2300981461286804,1.0064215637992522
COG,1.039182282793867,1.0054128646619485
FRA,1.137278519128974,1.006647549507835
CHE,1.1617670177645025,1.007831830735046
ZWE,1.082123052548191,1.0078931871804369
CIV,1.0682226211849193,1.0068733107790124
MKD,1.200848656294201,1.0088267910380502
MLI,1.0444519850695622,1.0054487995840937
TCA,1.0,1.0028007538972583
PLW,1.5555555555555556,1.0083410146950644
COK,1.1521739130434783,1.0068284046860598
TCD,1.081832419733751,1.0050021104433762
MMR,1.0669957686882934,1.005326624614071
PRY,1.0467836257309941,1.0046453148088712
CHL,1.0361466039004708,1.0049909793977299
MNG,1.2269503546099292,1.009363420636952
MAC,1.2448979591836735,1.0113611346307865
ATF,0.0,0.0
CMR,1.0411392405063291,1.0067261916269912
TGO,1.096103896103896,1.0064664715981109
CHN,1.1607435058294129,1.0079551065117505
JEY,1.1161800486618005,1.0060552515622516
MNP,1.0,1.0028007538972583
WSM,1.3463203463203464,1.0052102286857274
THA,1.1311928189193854,1.0063147741114205
MTQ,1.0,1.0079738111737238
COL,1.0766171792152703,1.0059384851491482
MRT,1.1666666666666667,1.012176907216236
TJK,1.110363391655451,1.0056428162590163
MSR,1.6666666666666667,1.0155431554443708
CRI,1.1828298887122417,1.006344038207233
TKL,1.0,1.0044822177700008
MLT,1.207184092366902,1.0074777739725338
QAT,1.1790393013100438,1.0075523707278515
TLS,1.1485148514851484,1.0099709410140105
MUS,1.3053435114503817,1.0151823898619858
TKM,1.0779816513761469,1.0108000935282804
MDV,1.2483870967741935,1.0083337192193607
TUN,1.02803738317757,1.0057141327917218
MWI,1.1139088729016786,1.0063763189175314
GAB,1.4015748031496063,1.007719342873584
CUB,1.159371492704826,1.0069663931600623
TON,1.1759259259259258,1.00506403272648
CPV,1.0677966101694916,1.0086763407522958
GBR,1.1692245643083063,1.0073211405485545
JAM,1.1132238547968885,1.0050061758230806
MEX,1.073924187238635,1.0062026615494772
CUW,0.0,0.0
MYS,1.1047486033519553,1.0075652805797517
MOZ,1.0434782608695652,1.0049165796094819
GRD,1.199134199134199,1.0077882071625999
CXR,1.0,1.0028007538972583
JOR,1.0871413390010627,1.0060454007786017
JPN,1.2133912414042707,1.007745185763808
GEO,1.1247706422018349,1.0091657170773354
CYP,1.360730593607306,1.0105299595322434
TUR,1.0429106429273804,1.005139466204172
GUF,1.75,1.007114124519999
CZE,1.2122166246851385,1.008427703556379
TTO,1.1122448979591837,1.00490402164422
GGY,1.1943127962085307,1.0067909565492579
GHA,1.2204168138466973,1.0076512673025968
TUV,1.2,1.005145080232767
GIB,1.6875,1.0094126494237876
NAM,1.1300613496932514,1.0053347401167847
TWN,1.1764873327640193,1.0102797468317055
NCL,1.1805555555555556,1.0055949144284422
GRL,1.1209964412811388,1.0040370008896506
GMB,1.0975609756097562,1.0090504615587652
TZA,1.081823495032145,1.0078156401768286
NER,1.0323886639676114,1.0057730430555067
GIN,1.0974842767295598,1.0057365297388687
NFK,0.0,0.0
GLP,1.375,1.0036409800664359
NGA,1.0693437258480918,1.0064191879827546
DEU,1.126224652540442,1.00659900801665
GNQ,1.081896551724138,1.0070915757148204
GRC,1.1115324267782427,1.0064726366905947
NIC,1.2514124293785311,1.0063101391527989
SGS,0.0,0.0
UKR,1.0460239940545706,1.0053909288584189
GTM,1.2602168473728106,1.0052790879966862
DJI,1.1073825503355705,1.0077598198590076
GUM,1.2632450331125828,1.0060565065844413
NLD,1.2041224734840905,1.0067083075030363
DNK,1.219600725952813,1.0072777255261662
